지점,지점명,일시,기온(°C),기온 QC플래그,강수량(mm),강수량 QC플래그,풍속(m/s),풍속 QC플래그,풍향(16방위),풍향 QC플래그,습도(%),습도 QC플래그,증기압(hPa),이슬점온도(°C),현지기압(hPa),현지기압 QC플래그,해면기압(hPa),해면기압 QC플래그,일조(hr),일조 QC플래그,일사(MJ/m2),일사 QC플래그,적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),지면온도 QC플래그,5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
108,서울,2021-01-18 03:00,-3.4,,0,,.5,,270,,76,,3.6,-7,1010.9,,1021.9,,,9,,9,.1,0,5,2,ScAc,16,2000,,05,-4,,-1.2,-1.5,-1,-.1
108,서울,2021-01-18 04:00,-3.2,,,9,1.4,,180,,78,,3.8,-6.4,1010.1,,1021.1,,,9,,9,.1,,7,2,ScAcCi,7,2000,,05,-4.1,,-1.2,-1.5,-1,-.1
108,서울,2021-01-18 05:00,-3.5,,,9,1.4,,50,,81,,3.8,-6.2,1009.4,,1020.4,,,9,,9,.1,,8,1,ScAcCi,15,2000,,05,-4,,-1.3,-1.6,-1,-.1
108,서울,2021-01-18 06:00,-3.7,,0,,1.9,,20,,83,,3.9,-6.1,1008.6,,1019.6,,,9,,9,.1,0,8,5,AcCi,34,2000,,,-4,,-1.3,-1.6,-1.1,-.1
108,서울,2021-01-18 07:00,-4,,,9,2.5,,50,,85,,3.9,-6.1,1007.9,,1018.9,,,9,,9,.1,,6,4,AcCi,34,1925,,,-4.8,,-1.3,-1.7,-1.1,-.1
108,서울,2021-01-18 08:00,-3.9,,,9,1.9,,50,,89,,4.1,-5.4,1007.5,,1018.5,,0,,.01,,.1,,9,4,ScCi,17,1503,,,-4.1,,-1.4,-1.7,-1.1,-.1
108,서울,2021-01-18 09:00,-3.1,,,9,2.3,,50,,89,,4.3,-4.6,1007.1,,1018,,0,,.11,,.1,,9,4,ScCi,16,1365,,,-2.8,,-1.4,-1.7,-1.1,-.1
108,서울,2021-01-18 10:00,-2.3,,,9,2.4,,50,,88,,4.5,-4,1007.4,,1018.3,,0,,.15,,.2,,9,9,Sc,7,742,,05,-2,,-1.2,-1.7,-1.2,-.2
108,서울,2021-01-18 11:00,-1.5,,,9,1.5,,50,,90,,4.9,-2.9,1007.3,,1018.2,,0,,.33,,1,,9,9,Sc,9,756,,05,-1,,-1,-1.6,-1.2,-.2
108,서울,2021-01-18 12:00,-.6,,.3,,2.2,,250,,88,,5.2,-2.3,1006.8,,1017.6,,0,,.47,,.8,.9,9,9,Sc,8,727,,05,-.6,,-.8,-1.4,-1.1,-.2
108,서울,2021-01-18 13:00,-.2,,,9,2.7,,270,,80,,4.8,-3.2,1006.5,,1017.3,,0,,.54,,,,9,9,Sc,8,1503,,05,-.3,,-.6,-1.3,-1.1,-.2
108,서울,2021-01-18 14:00,-.3,,,9,5,,290,,75,,4.5,-4.2,1006.5,,1017.3,,0,,.47,,,,9,9,Sc,7,1201,,05,-.2,,-.4,-1.2,-1,-.2
108,서울,2021-01-18 15:00,-.4,,0,,6,,290,,56,,3.3,-8.1,1006.9,,1017.7,,.3,,.64,,,,3,3,Sc,10,2000,,05,-.2,,-.3,-1.1,-1,-.2
108,서울,2021-01-18 16:00,-.4,,,9,6.7,,290,,34,,2,-14.3,1008.1,,1018.9,,.9,,1.11,,,,1,1,Sc,10,2000,,,-.2,,-.3,-1,-.9,-.2
108,서울,2021-01-18 17:00,-2,,,9,6.3,,270,,34,,1.8,-15.8,1010,,1020.9,,1,,.61,,,,0,0,,,2000,,,-2,,-.3,-1,-.9,-.2
108,서울,2021-01-18 18:00,-3.9,,,9,7.4,,290,,35,,1.6,-17.1,1012.2,,1023.2,,.3,,.1,,,,0,0,,,2000,,,-3.9,,-.5,-1,-.9,-.1
108,서울,2021-01-18 19:00,-4.9,,,9,4.8,,290,,41,,1.7,-16.1,1013.4,,1024.5,,,9,,9,,,2,0,,,2000,,,-5.1,,-.8,-1.1,-.8,-.1
108,서울,2021-01-18 20:00,-5.5,,,9,3.7,,290,,43,,1.7,-16.1,1014.3,,1025.4,,,9,,9,,,0,0,,,2000,,,-5.9,,-1.1,-1.3,-.9,-.1
108,서울,2021-01-18 21:00,-6.1,,,9,4.5,,270,,42,,1.6,-16.9,1015.2,,1026.3,,,9,,9,,,0,0,,,2000,,,-6.4,,-1.4,-1.5,-.9,-.1
108,서울,2021-01-18 22:00,-7.1,,,9,5.3,,290,,40,,1.4,-18.4,1016.6,,1027.8,,,9,,9,,,0,0,,,2000,,,-7.1,,-1.6,-1.7,-.9,-.1
108,서울,2021-01-18 23:00,-8.4,,,9,2.7,,270,,44,,1.4,-18.5,1017.5,,1028.8,,,9,,9,,,0,0,,,2000,,,-7.7,,-1.9,-1.9,-1,-.1
108,서울,2021-01-19 00:00,-9.1,,,9,2.7,,290,,45,,1.4,-18.8,1017.9,,1029.2,,,9,,9,,,0,0,,,2000,,,-8.2,,-2.2,-2.1,-1.1,-.1
108,서울,2021-01-19 01:00,-9.6,,,,3.9,,320,,46,,1.4,-19,1018.1,,1029.4,,,9,,9,,,1,0,,,2000,,,-8.6,,-2.5,-2.4,-1.2,-.1
108,서울,2021-01-19 02:00,-10.1,,,,2.7,,320,,47,,1.3,-19.2,1018.7,,1030.1,,,9,,9,,,0,0,,,2000,,,-8.9,,-2.8,-2.6,-1.4,-.1
108,서울,2021-01-19 03:00,-10.4,,,,.7,,290,,45,,1.3,-20,1019,,1030.4,,,9,,9,,,0,0,,,2000,,,-9.2,,-3,-2.8,-1.5,-.2
108,서울,2021-01-19 04:00,-10.6,,,,2.3,,270,,48,,1.3,-19.5,1019.3,,1030.7,,,9,,9,,,0,0,,,2000,,,-9.4,,-3.3,-3.1,-1.6,-.2
108,서울,2021-01-19 05:00,-11,,,,1.7,,340,,51,,1.4,-19.1,1019.3,,1030.7,,,9,,9,,,0,0,,,2000,,,-9.7,,-3.5,-3.2,-1.7,-.2
108,서울,2021-01-19 06:00,-11.4,,,,2,,20,,50,,1.3,-19.7,1019.5,,1030.9,,,9,,9,,,0,0,,,2000,,,-9.9,,-3.7,-3.4,-1.9,-.2
108,서울,2021-01-19 07:00,-11.4,,,,1.4,,360,,52,,1.3,-19.3,1020.7,,1032.1,,,9,,9,,,0,0,,,2000,,,-10,,-3.9,-3.6,-2,-.2
108,서울,2021-01-19 08:00,-11.6,,,,1,,270,,54,,1.4,-19,1021.1,,1032.5,,0,,0,,,,0,0,,,2000,,,-9.9,,-4.1,-3.8,-2.1,-.2
108,서울,2021-01-19 09:00,-10.8,,,,1.7,,20,,51,,1.4,-18.9,1021.9,,1033.3,,.9,,.36,,,,0,0,,,2000,,,-8.7,,-4.2,-3.9,-2.2,-.2
108,서울,2021-01-19 10:00,-8.6,,,,2.2,,340,,50,,1.6,-17.1,1022.4,,1033.7,,1,,.96,,,,0,0,,,2000,,,-4.6,,-3.9,-3.9,-2.3,-.3
108,서울,2021-01-19 11:00,-6.2,,,,2,,50,,43,,1.7,-16.7,1022.7,,1033.9,,1,,1.52,,,,0,0,,,2000,,,-.2,,-3.3,-3.6,-2.4,-.3
108,서울,2021-01-19 12:00,-4.1,,,,.8,,290,,37,,1.7,-16.6,1022.1,,1033.2,,1,,1.89,,,,0,0,,,2000,,,2.4,,-2.8,-3.3,-2.3,-.3
108,서울,2021-01-19 13:00,-2.3,,,,2.4,,160,,29,,1.5,-17.9,1021.8,,1032.9,,1,,2.11,,,,0,0,,,2000,,,5.5,,-2.2,-2.9,-2.2,-.4
108,서울,2021-01-19 14:00,-1.5,,,,1.6,,200,,24,,1.3,-19.5,1021.3,,1032.3,,1,,2.05,,,,0,0,,,2000,,,5.3,,-1.7,-2.5,-2,-.4
108,서울,2021-01-19 15:00,-.6,,,,1.7,,200,,21,,1.2,-20.2,1021,,1032,,1,,1.72,,,,0,0,,,2000,,,3.8,,-1.3,-2.2,-1.9,-.4
108,서울,2021-01-19 16:00,-.4,,,,1.6,,250,,20,,1.2,-20.6,1021.4,,1032.4,,1,,1.22,,,,0,0,,,2000,,,-.1,,-1.1,-1.9,-1.7,-.4
108,서울,2021-01-19 17:00,-1.3,,,,1.6,,250,,21,,1.2,-20.8,1021.3,,1032.3,,1,,.57,,,,0,0,,,2000,,,-.5,,-.9,-1.7,-1.6,-.4
108,서울,2021-01-19 18:00,-2.7,,,,.8,,320,,24,,1.2,-20.5,1021.6,,1032.7,,.3,,.08,,,,0,0,,,2000,,,-1.9,,-1,-1.6,-1.4,-.4
108,서울,2021-01-19 19:00,-3.6,,,,1.3,,290,,28,,1.3,-19.5,1021.9,,1033,,,9,,9,,,0,0,,,2000,,,-3.3,,-1.2,-1.7,-1.4,-.4
108,서울,2021-01-19 20:00,-4.4,,,,1,,290,,31,,1.4,-19,1022,,1033.2,,,9,,9,,,0,0,,,2000,,,-4.3,,-1.4,-1.8,-1.3,-.4
108,서울,2021-01-19 21:00,-4.9,,,,1.6,,270,,34,,1.5,-18.3,1022.5,,1033.7,,,9,,9,,,0,0,,,2000,,,-5.2,,-1.7,-1.9,-1.3,-.3
108,서울,2021-01-19 22:00,-5.1,,,,.8,,20,,38,,1.6,-17.2,1022.1,,1033.3,,,9,,9,,,0,0,,,2000,,,-6,,-1.9,-2.1,-1.3,-.3
108,서울,2021-01-19 23:00,-5.5,,,,2.8,,50,,40,,1.6,-16.9,1021.6,,1032.8,,,9,,9,,,0,0,,,2000,,,-6.2,,-2,-2.2,-1.3,-.3
108,서울,2021-01-20 00:00,-5.6,,,,2.1,,50,,41,,1.7,-16.7,1021.6,,1032.8,,,9,,9,,,0,0,,,2000,,,-6.4,,-2.1,-2.3,-1.4,-.3
108,서울,2021-01-20 01:00,-5.8,,,,1.8,,50,,45,,1.8,-15.8,1021.6,,1032.8,,,9,,9,,,0,0,,,2000,,,-6.7,,-2.3,-2.4,-1.4,-.3
108,서울,2021-01-20 02:00,-5.6,,,,3,,50,,45,,1.8,-15.6,1021.6,,1032.8,,,9,,9,,,0,0,,,2000,,,-6.8,,-2.4,-2.5,-1.5,-.3
108,서울,2021-01-20 03:00,-5.5,,,,2.6,,50,,43,,1.7,-16.1,1021.5,,1032.7,,,9,,9,,,0,0,,,2000,,,-6.9,,-2.5,-2.6,-1.6,-.4
108,서울,2021-01-20 04:00,-6.1,,,,1.3,,50,,51,,2,-14.6,1021.8,,1033,,,9,,9,,,0,0,,,2000,,,-7.3,,-2.6,-2.7,-1.7,-.4
108,서울,2021-01-20 05:00,-6.4,,,,2.4,,50,,54,,2.1,-14.1,1021.6,,1032.8,,,9,,9,,,0,0,,,2000,,,-7.4,,-2.7,-2.8,-1.7,-.4
108,서울,2021-01-20 06:00,-6.3,,,,2.2,,70,,50,,1.9,-15,1021.7,,1032.9,,,9,,9,,,0,0,,,2000,,,-7.5,,-2.9,-2.9,-1.8,-.4
108,서울,2021-01-20 07:00,-6.4,,,,2.2,,50,,50,,1.9,-15.1,1021.6,,1032.8,,,9,,9,,,0,0,,,2000,,,-7.6,,-3,-3,-1.9,-.4
108,서울,2021-01-20 08:00,-5.9,,,,4.1,,70,,47,,1.8,-15.4,1021.2,,1032.4,,0,,.01,,,,0,0,,,2000,,,-7.3,,-3,-3.1,-2,-.5
108,서울,2021-01-20 09:00,-4.7,,,,3.5,,50,,45,,1.9,-14.8,1021,,1032.2,,.8,,.3,,,,0,0,,,2000,,,-5.8,,-3,-3.1,-2,-.5
108,서울,2021-01-20 10:00,-2.3,,,,2.4,,70,,39,,2,-14.4,1021.2,,1032.2,,1,,.86,,,,0,0,,,2000,,,-2.2,,-2.7,-3,-2.1,-.5
108,서울,2021-01-20 11:00,.1,,,,2.7,,90,,34,,2.1,-13.9,1021.4,,1032.4,,1,,1.45,,,,0,0,,,2000,,,1.1,,-2.2,-2.8,-2.1,-.5
108,서울,2021-01-20 12:00,1.5,,,,3.1,,70,,32,,2.2,-13.4,1020.1,,1031,,1,,1.82,,,,0,0,,,2000,,,4.7,,-1.7,-2.4,-2,-.6
108,서울,2021-01-20 13:00,3.4,,,,2.9,,90,,29,,2.3,-12.9,1018.4,,1029.2,,1,,2.01,,,,0,0,,,2000,,,7.4,,-1.3,-2.1,-1.9,-.6
108,서울,2021-01-20 14:00,5,,,,2.4,,90,,26,,2.3,-12.9,1017.8,,1028.5,,1,,1.98,,,,0,0,,,2000,,,7.4,,-.9,-1.8,-1.7,-.6
108,서울,2021-01-20 15:00,6.3,,,,1.8,,70,,26,,2.5,-11.8,1017.4,,1028.1,,1,,1.71,,,,1,0,Ci,,2000,,,6.2,,-.6,-1.6,-1.6,-.6
108,서울,2021-01-20 16:00,7.1,,,,1.1,,90,,24,,2.4,-12.1,1017.4,,1028,,1,,1.17,,,,1,0,Ci,,2000,,,1.8,,-.4,-1.4,-1.5,-.5
108,서울,2021-01-20 17:00,5.9,,,,2.4,,50,,26,,2.4,-12.1,1017.2,,1027.9,,.9,,.52,,,,3,0,Ci,,2000,,,-.2,,-.3,-1.2,-1.4,-.5
108,서울,2021-01-20 18:00,4.1,,,,2.5,,50,,30,,2.5,-11.9,1017.2,,1027.9,,.2,,.09,,,,4,0,Ci,,2000,,,-.4,,-.3,-1.1,-1.3,-.5
108,서울,2021-01-20 19:00,3.1,,,,.5,,70,,33,,2.5,-11.6,1017,,1027.8,,,9,,9,,,4,4,,58,2000,,,-.7,,-.3,-1.1,-1.2,-.5
108,서울,2021-01-20 20:00,2.4,,,,.7,,70,,35,,2.5,-11.5,1017,,1027.8,,,9,,9,,,4,4,,58,2000,,,-1.1,,-.3,-1,-1.1,-.4
108,서울,2021-01-20 21:00,1.6,,,,1.5,,50,,37,,2.5,-11.5,1016.7,,1027.5,,,9,,9,,,1,0,Ci,,2000,,,-1.7,,-.3,-1,-1.1,-.4
108,서울,2021-01-20 22:00,1.5,,,,2.3,,50,,41,,2.8,-10.3,1016.9,,1027.7,,,9,,9,,,9,7,,10,2000,,,-1,,-.3,-1,-1,-.4
108,서울,2021-01-20 23:00,2,,,,1.7,,70,,40,,2.8,-10.2,1017,,1027.8,,,9,,9,,,10,9,,11,2000,,,-.7,,-.3,-1,-1,-.4
108,서울,2021-01-21 00:00,2.5,,,,2.7,,50,,39,,2.9,-10,1016.8,,1027.6,,,9,,9,,,9,9,Sc,,2000,,,-.6,,-.2,-.9,-.9,-.4
108,서울,2021-01-21 01:00,2.7,,,,2.5,,70,,37,,2.8,-10.5,1016.5,,1027.3,,,9,,9,,,10,10,,13,2000,,,-.6,,-.1,-.9,-.9,-.3
108,서울,2021-01-21 02:00,2.9,,,,2.3,,70,,37,,2.8,-10.3,1016.5,,1027.3,,,9,,9,,,9,9,,11,2000,,,-.6,,-.1,-.8,-.9,-.3
108,서울,2021-01-21 03:00,2.9,,,,2.1,,70,,38,,2.9,-10,1016.5,,1027.3,,,9,,9,,,9,9,Sc,13,2000,,,-.6,,-.1,-.8,-.9,-.3
108,서울,2021-01-21 04:00,3,,,,3,,70,,40,,3,-9.3,1015.6,,1026.4,,,9,,9,,,9,9,Sc,13,2000,,,-.5,,0,-.8,-.8,-.3
108,서울,2021-01-21 05:00,3,,,,1.7,,70,,41,,3.1,-8.9,1015.7,,1026.5,,,9,,9,,,9,9,Sc,10,2000,,,-.5,,0,-.7,-.8,-.3
108,서울,2021-01-21 06:00,3.1,,,,2.8,,70,,42,,3.2,-8.5,1015.4,,1026.2,,,9,,9,,,9,9,Sc,14,2000,,,-.5,,0,-.7,-.8,-.3
108,서울,2021-01-21 07:00,3.2,,,,2.4,,70,,43,,3.3,-8.2,1015.2,,1025.9,,,9,,9,,,9,9,Sc,14,2000,,,-.4,,0,-.7,-.8,-.3
108,서울,2021-01-21 08:00,3.2,,,,3.8,,70,,44,,3.4,-7.9,1014.6,,1025.3,,0,,.01,,,,9,9,Sc,15,2000,,,-.4,,.1,-.7,-.8,-.3
108,서울,2021-01-21 09:00,3.7,,,,2.3,,70,,44,,3.5,-7.4,1014.4,,1025.1,,0,,.11,,,,9,9,Sc,17,2000,,,-.1,,.1,-.6,-.7,-.3
108,서울,2021-01-21 10:00,4.5,,,,2,,70,,42,,3.5,-7.3,1014.8,,1025.5,,0,,.33,,,,9,9,Sc,18,2000,,,.4,,.1,-.6,-.7,-.3
108,서울,2021-01-21 11:00,5,,,,2.9,,50,,42,,3.7,-6.8,1013.9,,1024.6,,0,,.37,,,,9,9,Sc,7,2000,,,.7,,.2,-.6,-.7,-.3
108,서울,2021-01-21 12:00,5.8,,,,1.2,,70,,42,,3.9,-6.1,1013.2,,1023.8,,0,,.45,,,,10,4,ScAs,6,2000,,,2.3,,.2,-.6,-.7,-.3
108,서울,2021-01-21 13:00,6.8,,,,2.7,,50,,43,,4.2,-4.9,1011.6,,1022.2,,0,,.65,,,,10,4,ScAs,6,2000,,,3.4,,.3,-.5,-.7,-.3
108,서울,2021-01-21 14:00,6.9,,,9,1.8,,50,,45,,4.5,-4.2,1011.1,,1021.7,,0,,.32,,,,10,6,ScAs,9,1990,,01,2.4,,.3,-.5,-.7,-.2
108,서울,2021-01-21 15:00,6.1,,.6,,2.1,,70,,67,,6.3,.4,1010.5,,1021.1,,0,,.27,,,,10,7,StNs,6,836,,1901,2.5,,.3,-.5,-.7,-.2
108,서울,2021-01-21 16:00,5.3,,,9,2.5,,50,,79,,7,1.9,1010.8,,1021.4,,0,,.16,,,,10,8,StNs,5,463,,1901,2,,.4,-.5,-.6,-.2
108,서울,2021-01-21 17:00,4.8,,,9,1.8,,50,,87,,7.5,2.8,1010.9,,1021.6,,0,,.08,,,,10,8,StNs,5,424,,1901,1.4,,.4,-.5,-.6,-.2
108,서울,2021-01-21 18:00,4.6,,4,,2.1,,50,,91,,7.7,3.2,1010.8,,1021.4,,0,,.02,,,,10,8,StNs,4,326,,1901,1.1,,.4,-.4,-.6,-.2
108,서울,2021-01-21 19:00,4.6,,,9,1.8,,70,,93,,7.8,3.5,1010.7,,1021.3,,,9,,9,,,10,8,StNs,5,228,,1901,1.1,,.5,-.4,-.6,-.2
108,서울,2021-01-21 20:00,4.6,,,9,1.5,,70,,94,,8,3.7,1010.5,,1021.1,,,9,,9,,,10,8,StNs,2,180,,1901,1.1,,.6,-.4,-.6,-.2
108,서울,2021-01-21 21:00,4.8,,3.7,,2.1,,50,,95,,8.1,4,1010.7,,1021.4,,,9,,9,,,10,6,StNs,1,243,,1901,.9,,.6,-.4,-.6,-.2
108,서울,2021-01-21 22:00,4.9,,,9,2.3,,50,,96,,8.3,4.3,1010.1,,1020.7,,,9,,9,,,10,6,StNs,1,221,,1901,1,,.6,-.4,-.6,-.2
108,서울,2021-01-21 23:00,4.8,,,9,2.3,,70,,95,,8.1,4,1009.7,,1020.3,,,9,,9,,,10,8,StNs,4,197,,1901,1.1,,.5,-.4,-.6,-.2
108,서울,2021-01-22 00:00,4.9,,.9,,1.9,,50,,96,,8.3,4.3,1009.4,,1020,,,9,,9,,,10,9,StNs,,296,,1901,.9,,.5,-.3,-.6,-.2
108,서울,2021-01-22 01:00,5,,,9,1.7,,70,,95,,8.2,4.2,1009.1,,1019.7,,,9,,9,,,10,10,St,3,351,,1901,1,,.5,-.3,-.5,-.2
108,서울,2021-01-22 02:00,5,,,9,1.3,,70,,95,,8.2,4.2,1009,,1019.6,,,9,,9,,,10,10,,3,433,,19,.9,,.5,-.3,-.5,-.2
108,서울,2021-01-22 03:00,5,,0,,1.4,,50,,93,,8.1,3.9,1008.6,,1019.2,,,9,,9,,,10,10,St,3,393,,19,.9,,.5,-.3,-.5,-.2
108,서울,2021-01-22 04:00,4.9,,,9,.7,,20,,94,,8.1,4,1008.4,,1019,,,9,,9,,,10,8,StNs,2,296,,1901,.7,,.5,-.3,-.5,-.2
108,서울,2021-01-22 05:00,5.1,,,9,1,,340,,95,,8.3,4.3,1008.8,,1019.4,,,9,,9,,,10,10,St,2,292,,1901,.7,,.5,-.3,-.5,-.2
108,서울,2021-01-22 06:00,5,,.1,,1.2,,50,,95,,8.2,4.2,1008.7,,1019.3,,,9,,9,,,10,10,St,2,221,,19,.8,,.5,-.3,-.5,-.2
108,서울,2021-01-22 07:00,5,,,9,2.4,,50,,96,,8.4,4.4,1009.2,,1019.8,,,9,,9,,,10,10,,3,94,,1916,1.2,,.5,-.3,-.5,-.2
108,서울,2021-01-22 08:00,4.9,,,9,1.9,,70,,96,,8.3,4.3,1009.4,,1020,,0,,.01,,,,10,10,,3,66,,16,1.3,,.5,-.3,-.5,-.2
108,서울,2021-01-22 09:00,5,,,9,2,,50,,97,,8.4,4.5,1009.9,,1020.5,,0,,.07,,,,10,10,,3,94,,16,1.7,,.5,-.2,-.5,-.2
108,서울,2021-01-22 10:00,5.4,,,9,1.5,,50,,97,,8.7,4.9,1010.3,,1020.9,,0,,.23,,,,10,10,St,2,220,,1916,2.6,,.6,-.2,-.5,-.2
108,서울,2021-01-22 11:00,5.8,,,9,2.3,,360,,96,,8.8,5.2,1010.2,,1020.8,,0,,.35,,,,10,10,St,2,573,,19,3.5,,.6,-.2,-.5,-.2
108,서울,2021-01-22 12:00,6,,,9,.5,,360,,93,,8.7,4.9,1009.7,,1020.3,,0,,.39,,,,10,10,St,2,664,,19,4.1,,.6,-.2,-.5,-.2
108,서울,2021-01-22 13:00,6.4,,,9,1.5,,360,,92,,8.8,5.1,1009.1,,1019.7,,0,,.41,,,,10,10,St,2,374,,19,3.9,,.6,-.2,-.5,-.2
108,서울,2021-01-22 14:00,6.6,,,9,1.7,,20,,91,,8.8,5.2,1008.6,,1019.1,,0,,.3,,,,10,10,St,2,453,,19,3.7,,.6,-.2,-.5,-.2
108,서울,2021-01-22 15:00,6.5,,,9,2.2,,50,,91,,8.8,5.1,1008.3,,1018.8,,0,,.28,,,,10,10,St,2,374,,19,3.4,,.6,-.2,-.4,-.2
108,서울,2021-01-22 16:00,6.4,,,9,1.6,,360,,90,,8.6,4.8,1008.4,,1019,,0,,.18,,,,10,10,St,3,521,,19,2.9,,.6,-.2,-.4,-.2
108,서울,2021-01-22 17:00,6.3,,,9,2.1,,50,,90,,8.5,4.7,1008.9,,1019.5,,0,,.1,,,,10,10,St,3,481,,19,2.2,,.6,-.2,-.4,-.2
108,서울,2021-01-22 18:00,5.9,,,9,2.6,,50,,91,,8.4,4.5,1009.1,,1019.7,,0,,.02,,,,10,10,St,2,437,,19,1.8,,.6,-.2,-.4,-.2
108,서울,2021-01-22 19:00,5.6,,,9,1.4,,50,,91,,8.2,4.2,1009.4,,1020,,,9,,9,,,10,10,,2,605,,19,1.6,,.6,-.2,-.4,-.2
108,서울,2021-01-22 20:00,5.5,,,9,1.9,,50,,91,,8.2,4.1,1009.6,,1020.2,,,9,,9,,,10,10,,2,622,,19,1.5,,.6,-.2,-.4,-.2
108,서울,2021-01-22 21:00,5.5,,,9,2.1,,70,,91,,8.2,4.1,1010,,1020.6,,,9,,9,,,10,10,St,2,649,,19,1.5,,.6,-.1,-.4,-.2
108,서울,2021-01-22 22:00,5.2,,,9,2.5,,50,,91,,8,3.8,1009.6,,1020.2,,,9,,9,,,8,8,,2,573,,19,.7,,.6,-.1,-.4,-.2
108,서울,2021-01-22 23:00,5.1,,,9,1.5,,70,,92,,8.1,3.9,1009.3,,1019.9,,,9,,9,,,9,4,,2,573,,19,.9,,.6,-.1,-.4,-.2
108,서울,2021-01-23 00:00,4.9,,,9,1.5,,50,,92,,8,3.7,1009.2,,1019.8,,,9,,9,,,6,6,Sc,,544,,19,.2,,.6,-.1,-.4,-.2
108,서울,2021-01-23 01:00,5.3,,,,2.9,,70,,92,,8.1,4,1009.2,,1019.8,,,9,,9,,,9,9,,9,1091,,19,1.3,,.6,-.1,-.4,-.1
108,서울,2021-01-23 02:00,5.6,,,,2.4,,70,,88,,8,3.7,1009.1,,1019.7,,,9,,9,,,8,8,,9,1769,,,1.1,,.6,-.1,-.4,-.1
108,서울,2021-01-23 03:00,5.4,,,,2.9,,70,,86,,7.7,3.2,1009.2,,1019.8,,,9,,9,,,2,2,Sc,13,2000,,,.2,,.6,-.1,-.4,-.1
108,서울,2021-01-23 04:00,5.2,,,,3.1,,70,,84,,7.4,2.7,1009,,1019.6,,,9,,9,,,3,3,Sc,14,2000,,,.3,,.6,-.1,-.4,-.1
108,서울,2021-01-23 05:00,5.3,,,,3.9,,70,,81,,7.2,2.2,1008.9,,1019.5,,,9,,9,,,3,3,Sc,16,2000,,,.3,,.6,-.1,-.4,-.1
108,서울,2021-01-23 06:00,5.2,,,,4.1,,50,,80,,7.1,2,1009,,1019.6,,,9,,9,,,4,3,ScCi,14,2000,,,.1,,.6,-.1,-.4,-.1
108,서울,2021-01-23 07:00,5.4,,,,4.3,,70,,78,,7,1.8,1009.4,,1020,,,9,,9,,,5,5,Sc,18,2000,,,.4,,.6,-.1,-.4,-.1
108,서울,2021-01-23 08:00,5.3,,,,3.9,,70,,76,,6.8,1.4,1009.6,,1020.2,,0,,.02,,,,6,3,ScCi,18,2000,,,.6,,.6,-.1,-.4,-.1
108,서울,2021-01-23 09:00,5.9,,,,4.4,,50,,75,,6.9,1.7,1009.8,,1020.4,,.3,,.29,,,,6,2,ScCi,17,2000,,,2,,.6,-.1,-.4,-.1
108,서울,2021-01-23 10:00,7.5,,,,5,,50,,68,,7,1.9,1009.9,,1020.4,,.6,,.74,,,,6,1,ScCi,18,2000,,,4.9,,.7,-.1,-.4,-.1
108,서울,2021-01-23 11:00,9.3,,,,4.1,,70,,61,,7.1,2.1,1009.8,,1020.2,,1,,1.36,,,,7,2,ScCi,19,2000,,,8.9,,.8,-.1,-.4,-.1
108,서울,2021-01-23 12:00,9.8,,,,4.6,,50,,57,,6.9,1.6,1009,,1019.4,,.8,,1.38,,,,6,1,ScCi,18,2000,,,8.3,,1,-.1,-.4,-.1
108,서울,2021-01-23 13:00,10.4,,,,5.3,,70,,54,,6.8,1.4,1008.3,,1018.7,,.7,,1.6,,,,8,1,ScCi,15,2000,,,8.7,,1.2,-.1,-.4,-.1
108,서울,2021-01-23 14:00,10.9,,,,4.4,,50,,53,,6.9,1.6,1008.1,,1018.5,,.3,,1.14,,,,8,1,ScCi,15,2000,,,9.5,,1.4,-.1,-.4,-.1
108,서울,2021-01-23 15:00,11.9,,,,5.1,,50,,50,,6.9,1.7,1007.8,,1018.1,,.9,,1.66,,,,7,0,Ci,,2000,,,10.5,,1.6,0,-.4,-.1
108,서울,2021-01-23 16:00,11.5,,,,4.7,,50,,50,,6.8,1.4,1008,,1018.3,,.7,,1.06,,,,8,2,ScCi,15,2000,,,7.1,,1.7,0,-.4,-.1
108,서울,2021-01-23 17:00,10.5,,,,5.2,,50,,53,,6.7,1.3,1008.5,,1018.9,,0,,.4,,,,7,2,ScAcCi,15,2000,,,4.8,,1.6,0,-.4,-.1
108,서울,2021-01-23 18:00,9.4,,,,4.3,,70,,56,,6.6,1,1009.3,,1019.7,,0,,.07,,,,9,3,ScCi,19,2000,,,3.1,,1.5,0,-.4,-.1
108,서울,2021-01-23 19:00,8.4,,,,4.5,,70,,59,,6.5,.8,1010.1,,1020.6,,,9,,9,,,9,7,,51,2000,,,2.1,,1.3,0,-.4,-.1
108,서울,2021-01-23 20:00,7.6,,,,4.5,,50,,60,,6.2,.3,1010.9,,1021.4,,,9,,9,,,9,3,,17,2000,,,1.9,,1.2,0,-.4,-.1
108,서울,2021-01-23 21:00,7.1,,,,4.9,,70,,61,,6.1,0,1011.6,,1022.2,,,9,,9,,,9,4,ScCi,18,2000,,,1.8,,1.2,0,-.4,-.1
